Date,DOW,Rank,Daily,%± YD,%± LW,Theaters,Avg,To Date,Day,Estimated
Jun 20,Tuesday,7,"$749,777",-25.9%,-34.7%,"2,260",$331,"$346,409,833",47,false
Jun 21,Wednesday,6,"$626,390",-16.5%,-33.2%,"2,260",$277,"$347,036,223",48,false
Jun 22,Thursday,7,"$568,660",-9.2%,-24.5%,"2,260",$251,"$347,604,883",49,false
Jun 23,Friday,8,"$987,257",+73.6%,-21.6%,"2,010",$491,"$348,592,140",50,false
Jun 24,Saturday,8,"$1,430,835",+44.9%,-22%,"2,010",$711,"$350,022,975",51,false
Jun 25,Sunday,8,"$1,048,323",-26.7%,-52.2%,"2,010",$521,"$351,071,298",52,false
Jun 26,Monday,8,"$500,456",-52.3%,-50.6%,"2,010",$248,"$351,571,754",53,false
Jun 27,Tuesday,8,"$613,768",+22.6%,-18.1%,"2,010",$305,"$352,185,522",54,false
Jun 28,Wednesday,8,"$501,384",-18.3%,-20%,"2,010",$249,"$352,686,906",55,false
Jun 29,Thursday,8,"$388,717",-22.5%,-31.6%,"2,010",$193,"$353,075,623",56,false
Jun 30,Friday,11,"$529,135",+36.1%,-46.4%,"1,165",$454,"$353,604,758",57,false
Jul 1,Saturday,10,"$723,824",+36.8%,-49.4%,"1,165",$621,"$354,328,582",58,false
Jul 2,Sunday,10,"$768,021",+6.1%,-26.7%,"1,165",$659,"$355,096,603",59,false
Jul 3,Monday,10,"$523,339",-31.9%,+4.6%,"1,165",$449,"$355,619,942",60,false
Jul 4Independence Day,Tuesday,11,"$437,763",-16.4%,-28.7%,"1,165",$375,"$356,057,705",61,false
Jul 5,Wednesday,12,"$275,224",-37.1%,-45.1%,"1,165",$236,"$356,332,929",62,false
Jul 6,Thursday,11,"$244,685",-11.1%,-37.1%,"1,165",$210,"$356,577,614",63,false
Jul 7,Friday,14,"$288,463",+17.9%,-45.5%,735,$392,"$356,866,077",64,false
Jul 8,Saturday,13,"$414,500",+43.7%,-42.7%,735,$563,"$357,280,577",65,false
Jul 9,Sunday,14,"$289,500",-30.2%,-62.3%,735,$393,"$357,570,077",66,false
Jul 10,Monday,14,"$145,329",-49.8%,-72.2%,735,$197,"$357,715,406",67,false
Jul 11,Tuesday,14,"$118,702",-18.3%,-72.9%,735,$161,"$357,834,108",68,false
Jul 12,Wednesday,15,"$94,906",-20%,-65.5%,735,$129,"$357,929,014",69,false
Jul 13,Thursday,15,"$100,339",+5.7%,-59%,735,$136,"$358,029,353",70,false
Jul 14,Friday,15,"$128,841",+28.4%,-55.3%,405,$318,"$358,158,194",71,false
Jul 15,Saturday,15,"$192,835",+49.7%,-53.5%,405,$476,"$358,351,029",72,false
Jul 16,Sunday,15,"$137,570",-28.7%,-52.5%,405,$339,"$358,488,599",73,false
Jul 17,Monday,15,"$63,475",-53.9%,-56.3%,405,$156,"$358,552,074",74,false
Jul 18,Tuesday,15,"$78,467",+23.6%,-33.9%,405,$193,"$358,630,541",75,false
Jul 19,Wednesday,16,"$59,615",-24%,-37.2%,405,$147,"$358,690,156",76,false
Jul 20,Thursday,15,"$36,638",-38.5%,-63.5%,405,$90,"$358,726,794",77,false
Jul 21,Friday,20,"$34,552",-5.7%,-73.2%,125,$276,"$358,761,346",78,false
Jul 22,Saturday,18,"$52,805",+52.8%,-72.6%,125,$422,"$358,814,151",79,false
Jul 23,Sunday,18,"$39,308",-25.6%,-71.4%,125,$314,"$358,853,459",80,false
Jul 24,Monday,20,"$13,197",-66.4%,-79.2%,125,$105,"$358,866,656",81,false
Jul 25,Tuesday,19,"$19,354",+46.7%,-75.3%,125,$154,"$358,886,010",82,false
Jul 26,Wednesday,18,"$15,965",-17.5%,-73.2%,125,$127,"$358,901,975",83,false
Jul 27,Thursday,19,"$10,351",-35.2%,-71.7%,125,$82,"$358,912,326",84,false
Jul 28,Friday,23,"$13,205",+27.6%,-61.8%,50,$264,"$358,925,531",85,false
Jul 29,Saturday,24,"$16,845",+27.6%,-68.1%,50,$336,"$358,942,376",86,false
Jul 30,Sunday,22,"$9,716",-42.3%,-75.3%,50,$194,"$358,952,092",87,false
Jul 31,Monday,23,"$4,627",-52.4%,-64.9%,50,$92,"$358,956,719",88,false
Aug 1,Tuesday,25,"$3,692",-20.2%,-80.9%,50,$73,"$358,960,411",89,false
Aug 2,Wednesday,25,"$2,879",-22%,-82%,50,$57,"$358,963,290",90,false
Aug 3,Thursday,24,"$3,509",+21.9%,-66.1%,50,$70,"$358,966,799",91,false
Aug 4,Friday,26,"$9,018",+157%,-31.7%,33,$273,"$358,975,817",92,false
Aug 5,Saturday,25,"$12,264",+36%,-27.2%,33,$371,"$358,988,081",93,false
Aug 6,Sunday,26,"$4,120",-66.4%,-57.6%,33,$124,"$358,992,201",94,false
Aug 7,Monday,27,$994,-75.9%,-78.5%,33,$30,"$358,993,195",95,false
Aug 8,Tuesday,29,$935,-5.9%,-74.7%,33,$28,"$358,994,130",96,false
Aug 9,Wednesday,28,$604,-35.4%,-79%,33,$18,"$358,994,734",97,false
Aug 10,Thursday,28,"$1,081",+79%,-69.2%,33,$32,"$358,995,815",98,false
