"","Date","DOW","Rank","Daily","X...YD","X...LW","Theaters","Avg","To.Date","Day","Estimated"
"1","5-May",5,1,56078520,"-","-",4347,12900,56078520,1,FALSE
"2","6-May",6,1,51304539,"-8.50%","-",4347,11802,107383059,2,FALSE
"3","7-May",7,1,39127045,"-23.70%","-",4347,9000,146510104,3,FALSE
"4","8-May",1,1,9862655,"-74.80%","-",4347,2268,156372759,4,FALSE
"5","9-May",2,1,12097479,"22.70%","-",4347,2782,168470238,5,FALSE
"6","10-May",3,1,7527728,"-37.80%","-",4347,1731,175997966,6,FALSE
"7","11-May",4,1,7159453,"-4.90%","-",4347,1646,183157419,7,FALSE
"8","12-May",5,1,16490524,"130.30%","-70.60%",4347,3793,199647943,8,FALSE
"9","13-May",6,1,27879884,"69.10%","-45.70%",4347,6413,227527827,9,FALSE
"10","14-May",7,1,20893084,"-25.10%","-46.60%",4347,4806,248420911,10,FALSE
"11","15-May",1,1,4701588,"-77.50%","-52.30%",4347,1081,253122499,11,FALSE
"12","16-May",2,1,5946795,"26.50%","-50.80%",4347,1368,259069294,12,FALSE
"13","17-May",3,1,3971856,"-33.20%","-47.20%",4347,913,263041150,13,FALSE
"14","18-May",4,1,3696324,"-6.90%","-48.40%",4347,850,266737474,14,FALSE
"15","19-May",5,2,8717079,"135.80%","-47.10%",4347,2005,275454553,15,FALSE
"16","20-May",6,1,14951137,"71.50%","-46.40%",4347,3439,290405690,16,FALSE
"17","21-May",7,1,10985538,"-26.50%","-47.40%",4347,2527,301391228,17,FALSE
"18","22-May",1,1,3597323,"-67.30%","-23.50%",4347,827,304988551,18,FALSE
"19","23-May",2,1,3388947,"-5.80%","-43%",4347,779,308377498,19,FALSE
"20","24-May",3,1,2534650,"-25.20%","-36.20%",4347,583,310912148,20,FALSE
"21","25-May",4,2,2403779,"-5.20%","-35%",4347,552,313315927,21,FALSE
"22","26-May",5,3,5375096,"123.60%","-38.30%",3871,1388,318691023,22,FALSE
"23","27-May",6,2,7883339,"46.70%","-47.30%",3871,2036,326574362,23,FALSE
"24","28-May",7,2,7648686,"-3%","-30.40%",3871,1975,334223048,24,FALSE
"25","29-May",1,2,6282030,"-17.90%","74.60%",3871,1622,340505078,25,FALSE
"26","30-May",2,3,2217839,"-64.70%","-34.60%",3871,572,342722917,26,FALSE
"27","31-May",3,3,1611729,"-27.30%","-36.40%",3871,416,344334646,27,FALSE
"28","1-Jun",4,2,1406686,"-12.70%","-41.50%",3871,363,345741332,28,FALSE
"29","2-Jun",5,4,2689262,"91.20%","-50%",3507,766,348430594,29,FALSE
"30","3-Jun",6,4,4170243,"55.10%","-47.10%",3507,1189,352600837,30,FALSE
"31","4-Jun",7,4,2979865,"-28.50%","-61%",3507,849,355580702,31,FALSE
"32","5-Jun",1,5,1099210,"-63.10%","-82.50%",3507,313,356679912,32,FALSE
"33","6-Jun",2,5,1436102,"30.60%","-35.20%",3507,409,358116014,33,FALSE
"34","7-Jun",3,4,997631,"-30.50%","-38.10%",3507,284,359113645,34,FALSE
"35","8-Jun",4,4,1005527,"0.80%","-28.50%",3507,286,360119172,35,FALSE
"36","9-Jun",5,6,1694755,"68.50%","-37%",2911,582,361813927,36,FALSE
"37","10-Jun",6,5,2707697,"59.80%","-35.10%",2911,930,364521624,37,FALSE
"38","11-Jun",7,5,1909915,"-29.50%","-35.90%",2911,656,366431539,38,FALSE
"39","12-Jun",1,5,761618,"-60.10%","-30.70%",2911,261,367193157,39,FALSE
"40","13-Jun",2,5,1075963,"41.30%","-25.10%",2911,369,368269120,40,FALSE
"41","14-Jun",3,5,826311,"-23.20%","-17.20%",2911,283,369095431,41,FALSE
"42","15-Jun",4,5,775584,"-6.10%","-22.90%",2911,266,369871015,42,FALSE
"43","16-Jun",5,9,1223071,"57.70%","-27.80%",1813,674,371094086,43,FALSE
"44","17-Jun",6,9,1838088,"50.30%","-32.10%",1813,1013,372932174,44,FALSE
"45","18-Jun",7,8,2010573,"9.40%","5.30%",1813,1108,374942747,45,FALSE
"46","19-Jun",1,9,609510,"-69.70%","-20%",1813,336,375552257,46,FALSE
"47","20-Jun",2,9,684870,"12.40%","-36.30%",1813,377,376237127,47,FALSE
"48","21-Jun",3,10,467418,"-31.80%","-43.40%",1540,303,376704545,48,FALSE
"49","22-Jun",4,10,508782,"8.80%","-34.40%",1540,330,377213327,49,FALSE
"50","23-Jun",5,10,889592,"74.80%","-27.30%",1468,605,378102919,50,FALSE
"51","24-Jun",6,10,1256695,"41.30%","-31.60%",1468,856,379359614,51,FALSE
"52","25-Jun",7,10,876755,"-30.20%","-56.40%",1468,597,380236369,52,FALSE
"53","26-Jun",1,10,408199,"-53.40%","-33%",1468,278,380644568,53,FALSE
"54","27-Jun",2,10,509858,"24.90%","-25.60%",1468,347,381154426,54,FALSE
"55","28-Jun",3,11,368212,"-27.80%","-21.20%",1380,266,381522638,55,FALSE
"56","29-Jun",4,11,321337,"-12.70%","-36.80%",1380,232,381843975,56,FALSE
"57","30-Jun",5,14,413183,"28.60%","-53.60%",966,427,382257158,57,FALSE
"58","1-Jul",6,13,595852,"44.20%","-52.60%",966,616,382853010,58,FALSE
"59","2-Jul",7,12,530484,"-11%","-39.50%",966,549,383383494,59,FALSE
"60","3-Jul",1,11,452714,"-14.70%","10.90%",966,468,383836208,60,FALSE
"61","4-Jul",2,11,425878,"-5.90%","-16.50%",966,440,384262086,61,FALSE
"62","5-Jul",3,11,237608,"-44.20%","-35.50%",966,245,384499694,62,FALSE
"63","6-Jul",4,12,200312,"-15.70%","-37.70%",966,207,384700006,63,FALSE
"64","7-Jul",5,13,248590,"24.10%","-39.80%",660,376,384948596,64,FALSE
"65","8-Jul",6,13,351810,"41.50%","-41%",660,533,385300406,65,FALSE
"66","9-Jul",7,13,259620,"-26.20%","-51.10%",660,393,385560026,66,FALSE
"67","10-Jul",1,13,123332,"-52.50%","-72.80%",660,186,385683358,67,FALSE
"68","11-Jul",2,13,153876,"24.80%","-63.90%",660,233,385837234,68,FALSE
"69","12-Jul",3,13,117597,"-23.60%","-50.50%",660,178,385954831,69,FALSE
"70","13-Jul",4,13,107559,"-8.50%","-46.30%",660,162,386062390,70,FALSE
"71","14-Jul",5,13,147573,"37.20%","-40.60%",399,369,386209963,71,FALSE
"72","15-Jul",6,13,212177,"43.80%","-39.70%",399,531,386422140,72,FALSE
"73","16-Jul",7,13,149785,"-29.40%","-42.30%",399,375,386571925,73,FALSE
"74","17-Jul",1,14,78501,"-47.60%","-36.30%",399,196,386650426,74,FALSE
"75","18-Jul",2,14,95112,"21.20%","-38.20%",399,238,386745538,75,FALSE
"76","19-Jul",3,13,80290,"-15.60%","-31.70%",399,201,386825828,76,FALSE
"77","20-Jul",4,13,69674,"-13.20%","-35.20%",399,174,386895502,77,FALSE
"78","21-Jul",5,16,107168,"53.80%","-27.40%",268,399,387002670,78,FALSE
"79","22-Jul",6,16,153766,"43.50%","-27.50%",268,573,387156436,79,FALSE
"80","23-Jul",7,16,103516,"-32.70%","-30.90%",268,386,387259952,80,FALSE
"81","24-Jul",1,16,55260,"-46.60%","-29.60%",268,206,387315212,81,FALSE
"82","25-Jul",2,16,65962,"19.40%","-30.60%",268,246,387381174,82,FALSE
"83","26-Jul",3,16,54629,"-17.20%","-32%",268,203,387435803,83,FALSE
"84","27-Jul",4,14,51604,"-5.50%","-25.90%",268,192,387487407,84,FALSE
"85","28-Jul",5,18,85248,"65.20%","-20.50%",231,369,387572655,85,FALSE
"86","29-Jul",6,19,119674,"40.40%","-22.20%",231,518,387692329,86,FALSE
"87","30-Jul",7,20,72279,"-39.60%","-30.20%",231,312,387764608,87,FALSE
"88","31-Jul",1,18,41236,"-42.90%","-25.40%",231,178,387805844,88,FALSE
"89","1-Aug",2,19,48868,"18.50%","-25.90%",231,211,387854712,89,FALSE
"90","2-Aug",3,18,47982,"-1.80%","-12.20%",231,207,387902694,90,FALSE
"91","3-Aug",4,18,42741,"-10.90%","-17.20%",231,185,387945435,91,FALSE
"92","4-Aug",5,18,119991,"180.70%","40.80%",252,476,388065426,92,FALSE
"93","5-Aug",6,18,185143,"54.30%","54.70%",252,734,388250569,93,FALSE
"94","6-Aug",7,18,148634,"-19.70%","105.60%",252,589,388399203,94,FALSE
"95","7-Aug",1,18,61751,"-58.50%","49.80%",252,245,388460954,95,FALSE
"96","8-Aug",2,18,62414,"1.10%","27.70%",252,247,388523368,96,FALSE
"97","9-Aug",3,18,50612,"-18.90%","5.50%",252,200,388573980,97,FALSE
"98","10-Aug",4,17,47968,"-5.20%","12.20%",252,190,388621948,98,FALSE
"99","11-Aug",5,23,73574,"53.40%","-38.70%",210,350,388695522,99,FALSE
"100","12-Aug",6,24,109463,"48.80%","-40.90%",210,521,388804985,100,FALSE
