"","Date","DOW","Rank","Daily","X...YD","X...LW","Theaters","Avg","To.Date","Day","Estimated"
"64","3-Jul",5,12,363582,"66%","-24.60%",589,617,"$453,708,860 ",64,FALSE
"65","4-Jul",6,12,269388,"-25.90%","-61.70%",589,457,"$453,978,248 ",65,FALSE
"66","5-Jul",7,12,253181,"-6%","-49.70%",589,429,"$454,231,429 ",66,FALSE
"67","6-Jul",1,12,140338,"-44.60%","-43.40%",589,238,"$454,371,767 ",67,FALSE
"68","7-Jul",2,12,155118,"10.50%","-35.60%",589,263,"$454,526,885 ",68,FALSE
"69","8-Jul",3,12,136103,"-12.30%","-16.50%",589,231,"$454,662,988 ",69,FALSE
"70","9-Jul",4,12,120094,"-11.80%","-45.20%",589,203,"$454,783,082 ",70,FALSE
"71","10-Jul",5,16,128301,"6.80%","-64.70%",338,379,"$454,911,383 ",71,FALSE
"72","11-Jul",6,17,185695,"44.70%","-31.10%",338,549,"$455,097,078 ",72,FALSE
"73","12-Jul",7,16,141768,"-23.70%","-44%",338,419,"$455,238,846 ",73,FALSE
"74","13-Jul",1,17,69841,"-50.70%","-50.20%",338,206,"$455,308,687 ",74,FALSE
"75","14-Jul",2,17,83314,"19.30%","-46.30%",338,246,"$455,392,001 ",75,FALSE
"76","15-Jul",3,17,74545,"-10.50%","-45.20%",338,220,"$455,466,546 ",76,FALSE
"77","16-Jul",4,17,63821,"-14.40%","-46.90%",338,188,"$455,530,367 ",77,FALSE
