Date,Event,DOW,Rank,Daily,YD%,LW%,Theaters,Avg,To Date,Day,Estimated
May 3,,5,1,68858555,,,4253,16190,68858555,1,False
May 4,,6,1,62273218,-9.6,,4253,14642,131131773,2,False
May 5,,7,1,43012812,-30.9,,4253,10113,174144585,3,False
May 6,,1,1,11267610,-73.8,,4253,2649,185412195,4,False
May 7,,2,1,11286896,0.2,,4253,2653,196699091,5,False
May 8,,3,1,8112391,-28.1,,4253,1907,204811482,6,False
May 9,,4,1,7609602,-6.2,,4253,1789,212421084,7,False
May 10,,5,1,19713832,159.1,-71.4,4253,4635,232134916,8,False
May 11,,6,1,32053127,62.6,-48.5,4253,7536,264188043,9,False
May 12,,7,1,20758656,-35.2,-51.7,4253,4880,284946699,10,False
May 13,,1,1,4615742,-77.8,-59.0,4253,1085,289562441,11,False
May 14,,2,1,5161138,11.8,-54.3,4253,1213,294723579,12,False
May 15,,3,2,3871497,-25.0,-52.3,4253,910,298595076,13,False
May 16,,4,3,3296807,-14.8,-56.7,4253,775,301891883,14,False
May 17,,5,2,9514115,188.6,-51.7,4237,2245,311405998,15,False
May 18,,6,2,15425978,62.1,-51.9,4237,3640,326831976,16,False
May 19,,7,2,10830001,-29.8,-47.8,4237,2556,337661977,17,False
May 20,,1,2,3206057,-70.4,-30.5,4237,756,340868034,18,False
May 21,,2,3,2752186,-14.2,-46.7,4237,649,343620220,19,False
May 22,,3,3,2256761,-18.0,-41.7,4237,532,345876981,20,False
May 23,,4,3,2205543,-2.3,-33.1,4205,524,348082524,21,False
May 24,,5,5,5146416,133.3,-45.9,3424,1503,353228940,22,False
May 25,,6,5,7533154,46.4,-51.2,3424,2200,360762094,23,False
May 26,,7,5,6645022,-11.8,-38.6,3424,1940,367407116,24,False
May 27,Memorial Day,1,5,5368815,-19.2,67.5,3424,1567,372775931,25,False
May 28,,2,6,1559997,-70.9,-43.3,3424,455,374335928,26,False
May 29,,3,6,1246787,-20.1,-44.8,3424,364,375582715,27,False
May 30,,4,6,1162570,-6.8,-47.3,3424,339,376745285,28,False
May 31,,5,7,2252846,93.8,-56.2,2895,778,378998131,29,False
Jun 1,,6,7,3640320,61.6,-51.7,2895,1257,382638451,30,False
Jun 2,,7,7,2549285,-30.0,-61.6,2895,880,385187736,31,False
Jun 3,,1,8,755230,-70.4,-85.9,2895,260,385942966,32,False
Jun 4,,2,8,880326,16.6,-43.6,2895,304,386823292,33,False
Jun 5,,3,8,808293,-8.2,-35.2,2895,279,387631585,34,False
Jun 6,,4,7,898080,11.1,-22.8,2895,310,388529665,35,False
Jun 7,,5,9,1695033,88.7,-24.8,2351,720,390224698,36,False
Jun 8,,6,9,2482605,46.5,-31.8,2351,1055,392707303,37,False
Jun 9,,7,9,1576023,-36.5,-38.2,2351,670,394283326,38,False
Jun 10,,1,9,669037,-57.5,-11.4,2351,284,394952363,39,False
Jun 11,,2,9,654328,-2.2,-25.7,2351,278,395606691,40,False
Jun 12,,3,10,553112,-15.5,-31.6,2193,252,396159803,41,False
Jun 13,,4,11,542436,-1.9,-39.6,2193,247,396702239,42,False
Jun 14,,5,11,749066,38.1,-55.8,1649,454,397451305,43,False
Jun 15,,6,11,1053987,40.7,-57.5,1649,639,398505292,44,False
Jun 16,,7,10,1153802,9.5,-26.8,1649,699,399659094,45,False
Jun 17,,1,11,326102,-71.7,-51.3,1649,197,399985196,46,False
Jun 18,,2,10,368605,13.0,-43.7,1649,223,400353801,47,False
Jun 19,,3,11,315633,-14.4,-42.9,1649,191,400669434,48,False
Jun 20,,4,10,275788,-12.6,-49.2,1649,167,400945222,49,False
Jun 21,,5,10,770823,179.5,2.9,924,834,401716045,50,False
Jun 22,,6,10,926997,20.3,-12.0,924,1003,402643042,51,False
Jun 23,,7,12,514762,-44.5,-55.4,924,557,403157804,52,False
Jun 24,,1,12,208423,-59.5,-36.1,924,225,403366227,53,False
Jun 25,,2,12,236862,13.6,-35.7,924,256,403603089,54,False
Jun 26,,3,12,219957,-7.1,-30.3,924,238,403823046,55,False
Jun 27,,4,12,209010,-5.0,-24.2,924,226,404032056,56,False
Jun 28,,5,11,416180,99.1,-46.0,540,770,404448236,57,False
Jun 29,,6,10,597777,43.6,-35.5,540,1106,405046013,58,False
Jun 30,,7,11,347192,-41.9,-32.6,540,642,405393205,59,False
Jul 1,,1,12,163901,-52.8,-21.4,540,303,405557106,60,False
Jul 2,,2,13,129165,-21.2,-45.5,540,239,405686271,61,False
Jul 3,,3,13,120249,-6.9,-45.3,294,409,405806520,62,False
Jul 4,Independence Day,4,14,122799,2.1,-41.2,294,417,405929319,63,False
Jul 5,,5,13,179504,46.2,-56.9,294,610,406108823,64,False
Jul 6,,6,14,198831,10.8,-66.7,294,676,406307654,65,False
Jul 7,,7,19,103333,-48.0,-70.2,294,351,406410987,66,False
Jul 8,,1,20,44875,-56.6,-72.6,294,152,406455862,67,False
Jul 9,,2,17,57025,27.1,-55.9,294,193,406512887,68,False
Jul 10,,3,19,50762,-11.0,-57.8,294,172,406563649,69,False
Jul 11,,4,19,46039,-9.3,-62.5,294,156,406609688,70,False
