Date,Event,DOW,Rank,Daily,YD%,LW%,Theaters,Avg,To Date,Day,Estimated
Oct 1,,6,30,19453,89.3,-60.4,105,185,343214961,86,False
Oct 2,,7,30,9413,-51.6,-65.7,105,89,343224374,87,False
Oct 3,,1,34,1597,-83.0,-78.4,105,15,343225971,88,False
Oct 4,,2,32,2604,63.1,-64.9,105,24,343228575,89,False
Oct 5,,3,31,2442,-6.2,-73.9,105,23,343231017,90,False
Oct 6,,4,33,2029,-16.9,-56.6,105,19,343233046,91,False
Oct 7,,5,34,4401,116.9,-57.2,60,73,343237447,92,False
Oct 8,,6,32,8096,84.0,-58.4,60,134,343245543,93,False
Oct 9,,7,32,4015,-50.4,-57.3,60,66,343249558,94,False
Oct 10,Indig. Peoples' Day,1,29,3475,-13.4,117.6,60,57,343253033,95,False
Oct 11,,2,30,1765,-49.2,-32.2,60,29,343254798,96,False
Oct 12,,3,32,1049,-40.6,-57.0,60,17,343255847,97,False
Oct 13,,4,31,983,-6.3,-51.6,60,16,343256830,98,False
