"","Date","DOW","Rank","Daily","X...YD","X...LW","Theaters","Avg","To.Date","Day","Estimated"
"1","Nov 10",5,1,21500000,"-","-",4030,5334,"$21,500,000",1,"true"
"2","Nov 11",6,1,15300000,"-28.8%","-",4030,3796,"$36,800,000",2,"true"
"3","Nov 12",7,1,10200000,"-33.3%","-",4030,2531,"$47,000,000",3,"true"
